,mean_WIS,time_this_iter_s,done,timesteps_total,episodes_total,training_iteration,trial_id,experiment_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,warmup_time,config/cardinality,config/cell_type,config/context_length,config/epochs,config/num_cells,config/num_layers,config/use_feat_dynamic_real,config/use_feat_static_cat,config/use_feat_static_real,logdir
0,419.4929396941258,805.7441174983978,False,,,1,210bc_00000,1f03a5f9fb7542498fc60c25a6d598df,2023-05-18_16-12-31,1684419151,805.7441174983978,1751100,econ-stat-rr01,172.22.1.197,805.7441174983978,0,1,0.0074763298034667,,lstm,1,90,10,6,True,False,False,"/home/reffert/ray_results/objective_2023-05-18_15-58-44/objective_210bc_00000_0_cardinality=None,cell_type=lstm,context_length=1,epochs=90,num_cells=10,num_layers=6,use_feat_dynamic_real_2023-05-18_15-59-01"
1,448.353271637122,849.9435784816742,False,,,1,210bc_00001,3e750a982f004249b92ad8d21dc2b17b,2023-05-18_16-13-20,1684419200,849.9435784816742,1751263,econ-stat-rr01,172.22.1.197,849.9435784816742,0,1,0.0051705837249755,,lstm,2,90,10,6,True,False,False,"/home/reffert/ray_results/objective_2023-05-18_15-58-44/objective_210bc_00001_1_cardinality=None,cell_type=lstm,context_length=2,epochs=90,num_cells=10,num_layers=6,use_feat_dynamic_real_2023-05-18_15-59-05"
2,446.2071472019464,916.6030871868134,False,,,1,210bc_00002,806fcca8fb5748e99054055604144e5c,2023-05-18_16-14-26,1684419266,916.6030871868134,1751265,econ-stat-rr01,172.22.1.197,916.6030871868134,0,1,0.0059893131256103,,lstm,4,90,10,6,True,False,False,"/home/reffert/ray_results/objective_2023-05-18_15-58-44/objective_210bc_00002_2_cardinality=None,cell_type=lstm,context_length=4,epochs=90,num_cells=10,num_layers=6,use_feat_dynamic_real_2023-05-18_15-59-05"
3,424.4655066041015,1104.4602978229525,False,,,1,210bc_00003,fa020aacbe6c47f99614ce06e8fd2721,2023-05-18_16-17-35,1684419455,1104.4602978229525,1751267,econ-stat-rr01,172.22.1.197,1104.4602978229525,0,1,0.00474214553833,,lstm,1,140,10,6,True,False,False,"/home/reffert/ray_results/objective_2023-05-18_15-58-44/objective_210bc_00003_3_cardinality=None,cell_type=lstm,context_length=1,epochs=140,num_cells=10,num_layers=6,use_feat_dynamic_rea_2023-05-18_15-59-05"
4,426.576985575252,1155.076948404312,False,,,1,210bc_00004,cd62ef250fb6452e987df69f417febfb,2023-05-18_16-18-25,1684419505,1155.076948404312,1751269,econ-stat-rr01,172.22.1.197,1155.076948404312,0,1,0.0060756206512451,,lstm,2,140,10,6,True,False,False,"/home/reffert/ray_results/objective_2023-05-18_15-58-44/objective_210bc_00004_4_cardinality=None,cell_type=lstm,context_length=2,epochs=140,num_cells=10,num_layers=6,use_feat_dynamic_rea_2023-05-18_15-59-05"
5,490.5662930135558,1299.7603323459623,False,,,1,210bc_00005,4708705de7034c57b154eab945a1b072,2023-05-18_16-20-50,1684419650,1299.7603323459623,1751271,econ-stat-rr01,172.22.1.197,1299.7603323459623,0,1,0.0051615238189697,,lstm,4,140,10,6,True,False,False,"/home/reffert/ray_results/objective_2023-05-18_15-58-44/objective_210bc_00005_5_cardinality=None,cell_type=lstm,context_length=4,epochs=140,num_cells=10,num_layers=6,use_feat_dynamic_rea_2023-05-18_15-59-05"
6,404.3146202641641,1511.6880323886871,False,,,1,210bc_00006,9ce07202b189408a81ed71c584ae598d,2023-05-18_16-24-22,1684419862,1511.6880323886871,1751273,econ-stat-rr01,172.22.1.197,1511.6880323886871,0,1,0.0093815326690673,,lstm,1,200,10,6,True,False,False,"/home/reffert/ray_results/objective_2023-05-18_15-58-44/objective_210bc_00006_6_cardinality=None,cell_type=lstm,context_length=1,epochs=200,num_cells=10,num_layers=6,use_feat_dynamic_rea_2023-05-18_15-59-05"
7,454.5640467500869,1570.4710142612455,False,,,1,210bc_00007,cb563c7022724169a71f44bf63e5d79a,2023-05-18_16-25-20,1684419920,1570.4710142612455,1751275,econ-stat-rr01,172.22.1.197,1570.4710142612455,0,1,0.0049822330474853,,lstm,2,200,10,6,True,False,False,"/home/reffert/ray_results/objective_2023-05-18_15-58-44/objective_210bc_00007_7_cardinality=None,cell_type=lstm,context_length=2,epochs=200,num_cells=10,num_layers=6,use_feat_dynamic_rea_2023-05-18_15-59-05"
8,425.29711070559614,1686.752440214157,False,,,1,210bc_00008,8badb2f1feeb451abccd27ec232e078e,2023-05-18_16-27-17,1684420037,1686.752440214157,1751277,econ-stat-rr01,172.22.1.197,1686.752440214157,0,1,0.0072996616363525,,lstm,4,200,10,6,True,False,False,"/home/reffert/ray_results/objective_2023-05-18_15-58-44/objective_210bc_00008_8_cardinality=None,cell_type=lstm,context_length=4,epochs=200,num_cells=10,num_layers=6,use_feat_dynamic_rea_2023-05-18_15-59-05"
9,360.1110662148071,1941.1122891902924,False,,,1,210bc_00009,2be00611bfae46ec95f5e870dbc9c64f,2023-05-18_16-31-31,1684420291,1941.1122891902924,1751279,econ-stat-rr01,172.22.1.197,1941.1122891902924,0,1,0.0083575248718261,,lstm,1,90,60,6,True,False,False,"/home/reffert/ray_results/objective_2023-05-18_15-58-44/objective_210bc_00009_9_cardinality=None,cell_type=lstm,context_length=1,epochs=90,num_cells=60,num_layers=6,use_feat_dynamic_real_2023-05-18_15-59-05"
