,mean_WIS,time_this_iter_s,done,timesteps_total,episodes_total,training_iteration,trial_id,experiment_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,warmup_time,config/batch_normalization,config/batch_size,config/context_length,config/epochs,config/num_batches_per_epoch,config/num_hidden_dimensions,config/prediction_length,logdir
0,429.1343934654153,579.5403273105621,False,,,1,976dd_00000,ea38b56b78754d41916f8cb0125c819b,2023-06-06_12-14-43,1686046483,579.5403273105621,3073740,econ-stat-rr01,172.22.1.197,579.5403273105621,0,1,0.0057566165924072,False,32,,100,50,,4,"/home/reffert/ray_results/objectiveFNN_2023-06-06_12-04-37/objectiveFNN_976dd_00000_0_batch_normalization=False,batch_size=32,context_length=None,epochs=100,num_batches_per_epoch=50,num_hid_2023-06-06_12-04-58"
1,415.6911843934654,511.02055263519287,False,,,1,976dd_00001,b1c4d96dc819458e9487431cea29ed82,2023-06-06_12-13-40,1686046420,511.02055263519287,3073869,econ-stat-rr01,172.22.1.197,511.02055263519287,0,1,0.0065522193908691,False,32,,100,50,,4,"/home/reffert/ray_results/objectiveFNN_2023-06-06_12-04-37/objectiveFNN_976dd_00001_1_batch_normalization=False,batch_size=32,context_length=None,epochs=100,num_batches_per_epoch=50,num_hid_2023-06-06_12-05-03"
2,414.174144073688,526.9869384765625,False,,,1,976dd_00002,26fc18d50ae34f878f5aefd9a15270d1,2023-06-06_12-13-56,1686046436,526.9869384765625,3073871,econ-stat-rr01,172.22.1.197,526.9869384765625,0,1,0.0072159767150878,False,32,,100,50,,4,"/home/reffert/ray_results/objectiveFNN_2023-06-06_12-04-37/objectiveFNN_976dd_00002_2_batch_normalization=False,batch_size=32,context_length=None,epochs=100,num_batches_per_epoch=50,num_hid_2023-06-06_12-05-03"
3,418.0168882516511,568.9208092689514,False,,,1,976dd_00003,6ae069f071884b8689e22a34ceef9257,2023-06-06_12-14-38,1686046478,568.9208092689514,3073873,econ-stat-rr01,172.22.1.197,568.9208092689514,0,1,0.0075917243957519,False,32,,100,50,,4,"/home/reffert/ray_results/objectiveFNN_2023-06-06_12-04-37/objectiveFNN_976dd_00003_3_batch_normalization=False,batch_size=32,context_length=None,epochs=100,num_batches_per_epoch=50,num_hid_2023-06-06_12-05-03"
4,441.9873913799096,512.8383235931396,False,,,1,976dd_00004,0b3d0f4096664b868dc4a8897dc03946,2023-06-06_12-13-42,1686046422,512.8383235931396,3073875,econ-stat-rr01,172.22.1.197,512.8383235931396,0,1,0.0067172050476074,False,32,,100,50,,4,"/home/reffert/ray_results/objectiveFNN_2023-06-06_12-04-37/objectiveFNN_976dd_00004_4_batch_normalization=False,batch_size=32,context_length=None,epochs=100,num_batches_per_epoch=50,num_hid_2023-06-06_12-05-03"
5,446.917983142162,521.9397315979004,False,,,1,976dd_00005,20a3c6223d384283971c190f5b48d683,2023-06-06_12-13-51,1686046431,521.9397315979004,3073877,econ-stat-rr01,172.22.1.197,521.9397315979004,0,1,0.0070643424987792,False,32,,100,50,,4,"/home/reffert/ray_results/objectiveFNN_2023-06-06_12-04-37/objectiveFNN_976dd_00005_5_batch_normalization=False,batch_size=32,context_length=None,epochs=100,num_batches_per_epoch=50,num_hid_2023-06-06_12-05-03"
6,433.7642466110533,523.6781849861145,False,,,1,976dd_00006,d8459da46f98400d813c5f77c76ad56a,2023-06-06_12-13-53,1686046433,523.6781849861145,3073879,econ-stat-rr01,172.22.1.197,523.6781849861145,0,1,0.0058283805847167,False,32,,100,50,,4,"/home/reffert/ray_results/objectiveFNN_2023-06-06_12-04-37/objectiveFNN_976dd_00006_6_batch_normalization=False,batch_size=32,context_length=None,epochs=100,num_batches_per_epoch=50,num_hid_2023-06-06_12-05-03"
7,426.5073600973235,601.768217086792,False,,,1,976dd_00007,2e24ff7c103c4671a29b178e821aabea,2023-06-06_12-15-11,1686046511,601.768217086792,3073881,econ-stat-rr01,172.22.1.197,601.768217086792,0,1,0.0054202079772949,False,32,,100,50,,4,"/home/reffert/ray_results/objectiveFNN_2023-06-06_12-04-37/objectiveFNN_976dd_00007_7_batch_normalization=False,batch_size=32,context_length=None,epochs=100,num_batches_per_epoch=50,num_hid_2023-06-06_12-05-03"
8,421.4338503649635,617.501912355423,False,,,1,976dd_00008,b1c4d96dc819458e9487431cea29ed82,2023-06-06_12-23-58,1686047038,617.501912355423,3073869,econ-stat-rr01,172.22.1.197,617.501912355423,0,1,0.0065522193908691,False,32,,100,50,,4,"/home/reffert/ray_results/objectiveFNN_2023-06-06_12-04-37/objectiveFNN_976dd_00008_8_batch_normalization=False,batch_size=32,context_length=None,epochs=100,num_batches_per_epoch=50,num_hid_2023-06-06_12-13-40"
9,420.5461114007648,611.5242743492126,False,,,1,976dd_00009,0b3d0f4096664b868dc4a8897dc03946,2023-06-06_12-23-54,1686047034,611.5242743492126,3073875,econ-stat-rr01,172.22.1.197,611.5242743492126,0,1,0.0067172050476074,False,32,,100,50,,4,"/home/reffert/ray_results/objectiveFNN_2023-06-06_12-04-37/objectiveFNN_976dd_00009_9_batch_normalization=False,batch_size=32,context_length=None,epochs=100,num_batches_per_epoch=50,num_hid_2023-06-06_12-13-43"
